SITE,USAF,YEAR,BBCH11,n_11,LAT,LON
1103001988,110300,1988,120,1,48.32,16.12
1103001989,110300,1989,100,1,48.32,16.12
1103001993,110300,1993,115,1,48.32,16.12
1103001995,110300,1995,128,1,48.32,16.12
1103001997,110300,1997,121,2,48.32,16.12
1103002003,110300,2003,118,1,48.32,16.12
1103002004,110300,2004,112,1,48.32,16.12
1103002005,110300,2005,110,1,48.32,16.12
1103002006,110300,2006,111,1,48.32,16.12
1103002007,110300,2007,107,1,48.32,16.12
1103002008,110300,2008,105,1,48.32,16.12
1103401993,110340,1993,111,1,48.20,16.37
1103501977,110350,1977,111,2,48.25,16.37
1103501979,110350,1979,128,1,48.25,16.37
1103501981,110350,1981,104,2,48.25,16.37
1103501982,110350,1982,115,1,48.25,16.37
1103501983,110350,1983,113,2,48.25,16.37
1103501984,110350,1984,126,1,48.25,16.37
1103501985,110350,1985,124,1,48.25,16.37
1103501986,110350,1986,121,1,48.25,16.37
1103501990,110350,1990,110,1,48.25,16.37
1103501991,110350,1991,106,1,48.25,16.37
1103501992,110350,1992,125,1,48.25,16.37
1103501994,110350,1994,98,1,48.25,16.37
1103501998,110350,1998,101,1,48.25,16.37
1103601974,110360,1974,128,1,48.12,16.57
1103601975,110360,1975,128,1,48.12,16.57
1103601976,110360,1976,128,1,48.12,16.57
1103601977,110360,1977,128,1,48.12,16.57
1103601978,110360,1978,128,1,48.12,16.57
1103601979,110360,1979,128,1,48.12,16.57
1103601980,110360,1980,128,1,48.12,16.57
1103601981,110360,1981,128,1,48.12,16.57
1103601982,110360,1982,128,1,48.12,16.57
1103601983,110360,1983,128,1,48.12,16.57
1103601984,110360,1984,128,1,48.12,16.57
1103601985,110360,1985,128,1,48.12,16.57
1103601986,110360,1986,128,1,48.12,16.57
1103601987,110360,1987,122,1,48.12,16.57
1103601988,110360,1988,122,1,48.12,16.57
1103601992,110360,1992,128,1,48.12,16.57
1103601994,110360,1994,124.5,2,48.12,16.57
1103601996,110360,1996,124,1,48.12,16.57
1103601997,110360,1997,123,1,48.12,16.57
1103601998,110360,1998,112,1,48.12,16.57
1103602003,110360,2003,109,1,48.12,16.57
1103602004,110360,2004,111,1,48.12,16.57
1103602005,110360,2005,118,1,48.12,16.57
1103602006,110360,2006,109,1,48.12,16.57
1103602007,110360,2007,106,1,48.12,16.57
1103602008,110360,2008,108,1,48.12,16.57
1105101997,110510,1997,119,1,48.22,13.03
1105101998,110510,1998,123,1,48.22,13.03
1105101999,110510,1999,120,2,48.22,13.03
1105102004,110510,2004,118,1,48.22,13.03
1105102006,110510,2006,126,1,48.22,13.03
1105102008,110510,2008,119,1,48.22,13.03
1105102010,110510,2010,117.5,2,48.22,13.03
1105302003,110530,2003,115,1,48.22,13.48
1105302004,110530,2004,127,1,48.22,13.48
1105302005,110530,2005,116,1,48.22,13.48
1105302006,110530,2006,122,1,48.22,13.48
1105302008,110530,2008,125,1,48.22,13.48
1105501996,110550,1996,125,1,48.47,13.43
1106002004,110600,2004,123,1,48.30,14.28
1106002007,110600,2007,113,1,48.30,14.28
1106002008,110600,2008,109,1,48.30,14.28
1107501993,110750,1993,105,1,48.47,15.70
1107501995,110750,1995,104,1,48.47,15.70
1107802006,110780,2006,124,2,48.03,15.58
1110101974,111010,1974,122,1,47.50,9.75
1110101977,111010,1977,138,1,47.50,9.75
1110101978,111010,1978,126,1,47.50,9.75
1110101980,111010,1980,133,1,47.50,9.75
1110101982,111010,1982,132,1,47.50,9.75
1110101983,111010,1983,118.5,2,47.50,9.75
1110101984,111010,1984,154,1,47.50,9.75
1110101985,111010,1985,128,1,47.50,9.75
1110101986,111010,1986,131,1,47.50,9.75
1110101987,111010,1987,129,1,47.50,9.75
1110101989,111010,1989,100,1,47.50,9.75
1110101991,111010,1991,110,1,47.50,9.75
1110101992,111010,1992,114,1,47.50,9.75
1110101993,111010,1993,112,1,47.50,9.75
1110101994,111010,1994,114,1,47.50,9.75
1110101995,111010,1995,117,1,47.50,9.75
1110101996,111010,1996,119,1,47.50,9.75
1110101997,111010,1997,122,1,47.50,9.75
1110101998,111010,1998,115,1,47.50,9.75
1110101999,111010,1999,116,1,47.50,9.75
1110102000,111010,2000,111,1,47.50,9.75
1110102001,111010,2001,118,1,47.50,9.75
1110102002,111010,2002,110,1,47.50,9.75
1110102003,111010,2003,109,1,47.50,9.75
1110102004,111010,2004,111,1,47.50,9.75
1110102005,111010,2005,125,1,47.50,9.75
1110102006,111010,2006,123,1,47.50,9.75
1110102007,111010,2007,109,1,47.50,9.75
1110102008,111010,2008,128,1,47.50,9.75
1110102009,111010,2009,123,1,47.50,9.75
1110502005,111050,2005,135,1,47.27,9.62
1111501974,111150,1974,116,1,47.57,10.60
1111501976,111150,1976,145,1,47.57,10.60
1111501977,111150,1977,151,1,47.57,10.60
1111901974,111190,1974,128,1,47.33,11.18
1111901976,111190,1976,128,1,47.33,11.18
1111901977,111190,1977,128,1,47.33,11.18
1112001974,111200,1974,140,1,47.27,11.35
1112001975,111200,1975,128,1,47.27,11.35
1112001976,111200,1976,140,1,47.27,11.35
1112001977,111200,1977,140,1,47.27,11.35
1112001978,111200,1978,128,1,47.27,11.35
1112001979,111200,1979,134,2,47.27,11.35
1112001982,111200,1982,128,1,47.27,11.35
1112001983,111200,1983,134,2,47.27,11.35
1112001986,111200,1986,128,1,47.27,11.35
1112001989,111200,1989,140,1,47.27,11.35
1112001991,111200,1991,140,1,47.27,11.35
1112001992,111200,1992,140,1,47.27,11.35
1112001993,111200,1993,140,1,47.27,11.35
1112001994,111200,1994,140,1,47.27,11.35
1112001995,111200,1995,140,1,47.27,11.35
1112001996,111200,1996,140,1,47.27,11.35
1112001997,111200,1997,140,1,47.27,11.35
1112001998,111200,1998,140,1,47.27,11.35
1112001999,111200,1999,140,1,47.27,11.35
1112002004,111200,2004,107,1,47.27,11.35
1112002005,111200,2005,104,1,47.27,11.35
1112002006,111200,2006,110,1,47.27,11.35
1112002007,111200,2007,102,1,47.27,11.35
1112002008,111200,2008,109,1,47.27,11.35
1113001974,111300,1974,140,1,47.58,12.17
1113001976,111300,1976,133,2,47.58,12.17
1113001977,111300,1977,135,1,47.58,12.17
1113001978,111300,1978,140,1,47.58,12.17
1113001979,111300,1979,146,1,47.58,12.17
1113001980,111300,1980,147,1,47.58,12.17
1113001981,111300,1981,135,1,47.58,12.17
1113001982,111300,1982,140,1,47.58,12.17
1113001983,111300,1983,130,2,47.58,12.17
1113001985,111300,1985,144,1,47.58,12.17
1113001986,111300,1986,130,1,47.58,12.17
1113001987,111300,1987,138,1,47.58,12.17
1113001989,111300,1989,122,1,47.58,12.17
1113001990,111300,1990,125,1,47.58,12.17
1113001991,111300,1991,150,1,47.58,12.17
1113001992,111300,1992,125,2,47.58,12.17
1113001994,111300,1994,114,1,47.58,12.17
1113001995,111300,1995,126,1,47.58,12.17
1113001996,111300,1996,124,1,47.58,12.17
1113001998,111300,1998,115,1,47.58,12.17
1113001999,111300,1999,120,2,47.58,12.17
1113002000,111300,2000,112,1,47.58,12.17
1113002001,111300,2001,118,1,47.58,12.17
1113002002,111300,2002,114,1,47.58,12.17
1113002003,111300,2003,117,1,47.58,12.17
1113002004,111300,2004,115,1,47.58,12.17
1113002005,111300,2005,119,1,47.58,12.17
1113002006,111300,2006,118,1,47.58,12.17
1113002007,111300,2007,103,1,47.58,12.17
1113002008,111300,2008,113,1,47.58,12.17
1113002009,111300,2009,107,1,47.58,12.17
1113002010,111300,2010,111,1,47.58,12.17
1113501996,111350,1996,119,1,47.42,12.37
1113501997,111350,1997,119,1,47.42,12.37
1113501998,111350,1998,114,1,47.42,12.37
1113502004,111350,2004,130,1,47.42,12.37
1113502005,111350,2005,130,1,47.42,12.37
1113502006,111350,2006,132,1,47.42,12.37
1113502007,111350,2007,118,1,47.42,12.37
1113801984,111380,1984,133,1,47.13,12.63
1113801986,111380,1986,133,1,47.13,12.63
1113801993,111380,1993,124,1,47.13,12.63
1113801994,111380,1994,129,1,47.13,12.63
1113801995,111380,1995,142,1,47.13,12.63
1113801997,111380,1997,133,1,47.13,12.63
1113801998,111380,1998,140,1,47.13,12.63
1113802003,111380,2003,130,1,47.13,12.63
1113802004,111380,2004,135,1,47.13,12.63
1113802005,111380,2005,136,1,47.13,12.63
1113802006,111380,2006,132,1,47.13,12.63
1113802007,111380,2007,117,1,47.13,12.63
1114001995,111400,1995,123,1,47.58,12.70
1114101993,111410,1993,111.5,2,47.40,13.22
1114101997,111410,1997,130,1,47.40,13.22
1114101998,111410,1998,124,1,47.40,13.22
1114401996,111440,1996,124,1,47.33,12.80
1114401999,111440,1999,126,1,47.33,12.80
1114601974,111460,1974,140,1,47.05,12.95
1114601976,111460,1976,140,1,47.05,12.95
1114601977,111460,1977,131,2,47.05,12.95
1114601978,111460,1978,133,1,47.05,12.95
1114601983,111460,1983,128,1,47.05,12.95
1114601984,111460,1984,135,1,47.05,12.95
1114601986,111460,1986,132,1,47.05,12.95
1114601987,111460,1987,149,1,47.05,12.95
1114601988,111460,1988,117,1,47.05,12.95
1114601989,111460,1989,131,1,47.05,12.95
1114601990,111460,1990,110,1,47.05,12.95
1114601991,111460,1991,120,1,47.05,12.95
1114601992,111460,1992,120,1,47.05,12.95
1114702003,111470,2003,128,1,47.38,13.45
1114702004,111470,2004,137,1,47.38,13.45
1114702005,111470,2005,137,1,47.38,13.45
1114702006,111470,2006,135,1,47.38,13.45
1114702007,111470,2007,115,1,47.38,13.45
1114902003,111490,2003,137,1,47.25,13.57
1114902004,111490,2004,151,1,47.25,13.57
1114902005,111490,2005,150,1,47.25,13.57
1114902006,111490,2006,147,1,47.25,13.57
1114902007,111490,2007,138,1,47.25,13.57
1115001974,111500,1974,137,1,47.80,13.00
1115001975,111500,1975,133,1,47.80,13.00
1115001976,111500,1976,134,1,47.80,13.00
1115001977,111500,1977,117,2,47.80,13.00
1115001978,111500,1978,131,1,47.80,13.00
1115001982,111500,1982,143,1,47.80,13.00
1115001983,111500,1983,128,1,47.80,13.00
1115001985,111500,1985,128.5,2,47.80,13.00
1115001986,111500,1986,128.3333333333,3,47.80,13.00
1115001987,111500,1987,132,2,47.80,13.00
1115001988,111500,1988,124,1,47.80,13.00
1115001989,111500,1989,114,1,47.80,13.00
1115001992,111500,1992,118,1,47.80,13.00
1115001993,111500,1993,117,1,47.80,13.00
1115001994,111500,1994,119,2,47.80,13.00
1115001995,111500,1995,140,1,47.80,13.00
1115001997,111500,1997,138.5,2,47.80,13.00
1115001999,111500,1999,122,1,47.80,13.00
1115002000,111500,2000,118,1,47.80,13.00
1115002002,111500,2002,118.5,2,47.80,13.00
1115002003,111500,2003,119,1,47.80,13.00
1115002004,111500,2004,107,1,47.80,13.00
1115002005,111500,2005,126,1,47.80,13.00
1115002008,111500,2008,123.5,2,47.80,13.00
1115002010,111500,2010,117.5,2,47.80,13.00
1115701994,111570,1994,121,1,47.53,14.13
1115701995,111570,1995,127,2,47.53,14.13
1115701997,111570,1997,133.5,2,47.53,14.13
1115701998,111570,1998,127,1,47.53,14.13
1115702003,111570,2003,122,1,47.53,14.13
1115702004,111570,2004,146,1,47.53,14.13
1115702005,111570,2005,144.5,2,47.53,14.13
1115702007,111570,2007,121,2,47.53,14.13
1116501977,111650,1977,130,1,47.20,14.75
1116501979,111650,1979,135,1,47.20,14.75
1116501980,111650,1980,141,2,47.20,14.75
1116501984,111650,1984,146,2,47.20,14.75
1116501987,111650,1987,124,1,47.20,14.75
1116501989,111650,1989,110,1,47.20,14.75
1116501990,111650,1990,127,1,47.20,14.75
1116502003,111650,2003,129,1,47.20,14.75
1116502004,111650,2004,141,1,47.20,14.75
1116502005,111650,2005,145,1,47.20,14.75
1117002003,111700,2003,118,1,47.85,15.07
1117002004,111700,2004,120,1,47.85,15.07
1117002005,111700,2005,119,1,47.85,15.07
1117002007,111700,2007,112,1,47.85,15.07
1117201976,111720,1976,136,1,47.77,15.32
1117201979,111720,1979,140,1,47.77,15.32
1117201980,111720,1980,141,1,47.77,15.32
1117201981,111720,1981,140,1,47.77,15.32
1117201982,111720,1982,144,1,47.77,15.32
1117201983,111720,1983,136,1,47.77,15.32
1117201984,111720,1984,143,2,47.77,15.32
1117201986,111720,1986,136,1,47.77,15.32
1117201989,111720,1989,144,1,47.77,15.32
1117201990,111720,1990,140,1,47.77,15.32
1117201992,111720,1992,146,1,47.77,15.32
1117201993,111720,1993,134,1,47.77,15.32
1117201994,111720,1994,135,1,47.77,15.32
1118001996,111800,1996,128,1,47.72,15.78
1118001997,111800,1997,132,1,47.72,15.78
1118201993,111820,1993,122,1,47.83,16.22
1118201997,111820,1997,124.5,2,47.83,16.22
1118501975,111850,1975,119,1,47.52,16.03
1118501976,111850,1976,132.6666666667,3,47.52,16.03
1118501977,111850,1977,120,1,47.52,16.03
1118501978,111850,1978,125,2,47.52,16.03
1118501993,111850,1993,120,1,47.52,16.03
1118501996,111850,1996,129,2,47.52,16.03
1118502005,111850,2005,122,1,47.52,16.03
1118502006,111850,2006,126,1,47.52,16.03
1118502007,111850,2007,115,1,47.52,16.03
1118502008,111850,2008,139,1,47.52,16.03
1119001981,111900,1981,102,2,47.85,16.53
1119001982,111900,1982,110,1,47.85,16.53
1119001983,111900,1983,108,2,47.85,16.53
1119001986,111900,1986,115,1,47.85,16.53
1119001987,111900,1987,121,2,47.85,16.53
1119001990,111900,1990,95,2,47.85,16.53
1119001993,111900,1993,112,2,47.85,16.53
1119001994,111900,1994,115,1,47.85,16.53
1119001995,111900,1995,115,1,47.85,16.53
1119001996,111900,1996,112,1,47.85,16.53
1119001997,111900,1997,112,1,47.85,16.53
1119001998,111900,1998,120,1,47.85,16.53
1119002005,111900,2005,100,1,47.85,16.53
1119002007,111900,2007,97,1,47.85,16.53
1119201996,111920,1996,125,1,47.20,16.33
1119201997,111920,1997,110,1,47.20,16.33
1119201998,111920,1998,110,1,47.20,16.33
1119402003,111940,2003,108,1,47.95,16.85
1119402004,111940,2004,114,1,47.95,16.85
1119402005,111940,2005,110,1,47.95,16.85
1119402006,111940,2006,114,1,47.95,16.85
1119402007,111940,2007,105,1,47.95,16.85
1120401974,112040,1974,134,1,46.83,12.82
1120401975,112040,1975,135,1,46.83,12.82
1120401978,112040,1978,138,1,46.83,12.82
1120401979,112040,1979,139,1,46.83,12.82
1120401982,112040,1982,132,1,46.83,12.82
1120401984,112040,1984,128.5,2,46.83,12.82
1120401986,112040,1986,129,1,46.83,12.82
1120401987,112040,1987,130,1,46.83,12.82
1120401988,112040,1988,133.5,2,46.83,12.82
1120401992,112040,1992,138,1,46.83,12.82
1120401993,112040,1993,130,1,46.83,12.82
1120401996,112040,1996,126,1,46.83,12.82
1120401998,112040,1998,128,1,46.83,12.82
1120401999,112040,1999,138,1,46.83,12.82
1120402003,112040,2003,120,1,46.83,12.82
1120402004,112040,2004,131,1,46.83,12.82
1120402006,112040,2006,124,1,46.83,12.82
1120402007,112040,2007,110,1,46.83,12.82
1121201974,112120,1974,102,2,46.60,13.67
1121201978,112120,1978,123,1,46.60,13.67
1121201979,112120,1979,134,2,46.60,13.67
1121201981,112120,1981,107,1,46.60,13.67
1121201982,112120,1982,132,1,46.60,13.67
1121201983,112120,1983,116,1,46.60,13.67
1121201986,112120,1986,127,1,46.60,13.67
1121201988,112120,1988,137,2,46.60,13.67
1121201992,112120,1992,127,2,46.60,13.67
1121201994,112120,1994,115,1,46.60,13.67
1121201995,112120,1995,115,1,46.60,13.67
1121201996,112120,1996,119,1,46.60,13.67
1121201997,112120,1997,112,1,46.60,13.67
1121201998,112120,1998,162,1,46.60,13.67
1121202003,112120,2003,128,1,46.60,13.67
1121202004,112120,2004,116,1,46.60,13.67
1121202005,112120,2005,118,1,46.60,13.67
1121202006,112120,2006,110,1,46.60,13.67
1121202007,112120,2007,109,1,46.60,13.67
1121301995,112130,1995,120,1,46.62,13.88
1121301996,112130,1996,120,1,46.62,13.88
1121302004,112130,2004,124,1,46.62,13.88
1121302005,112130,2005,122,1,46.62,13.88
1121302006,112130,2006,123,1,46.62,13.88
1121302007,112130,2007,109,1,46.62,13.88
1123101977,112310,1977,123,1,46.65,14.33
1123101978,112310,1978,130,1,46.65,14.33
1123101980,112310,1980,137,1,46.65,14.33
1123101981,112310,1981,128,1,46.65,14.33
1123101982,112310,1982,126,1,46.65,14.33
1123101983,112310,1983,116,1,46.65,14.33
1123101984,112310,1984,128,1,46.65,14.33
1123101985,112310,1985,133,1,46.65,14.33
1123101986,112310,1986,128,1,46.65,14.33
1123101987,112310,1987,116.5,2,46.65,14.33
1123101989,112310,1989,106.5,2,46.65,14.33
1123101990,112310,1990,117,2,46.65,14.33
1123101991,112310,1991,117.5,2,46.65,14.33
1123101993,112310,1993,102,1,46.65,14.33
1123101994,112310,1994,100,1,46.65,14.33
1123101995,112310,1995,117,2,46.65,14.33
1123101996,112310,1996,116,1,46.65,14.33
1123101998,112310,1998,102,1,46.65,14.33
1123101999,112310,1999,107,1,46.65,14.33
1123102003,112310,2003,92,1,46.65,14.33
1123102004,112310,2004,122,1,46.65,14.33
1123102005,112310,2005,127.5,2,46.65,14.33
1123102006,112310,2006,124,1,46.65,14.33
1123102007,112310,2007,108,1,46.65,14.33
1123102008,112310,2008,124,1,46.65,14.33
1124001976,112400,1976,107,2,47.00,15.43
1124001978,112400,1978,113,2,47.00,15.43
1124001980,112400,1980,109,2,47.00,15.43
1124001982,112400,1982,121,2,47.00,15.43
1124001983,112400,1983,111,1,47.00,15.43
1124001984,112400,1984,114,1,47.00,15.43
1124001986,112400,1986,117,1,47.00,15.43
1124001987,112400,1987,113,2,47.00,15.43
1124001988,112400,1988,111,1,47.00,15.43
1124001992,112400,1992,115,2,47.00,15.43
1124001993,112400,1993,112,1,47.00,15.43
1124001994,112400,1994,111,2,47.00,15.43
1124001997,112400,1997,104,1,47.00,15.43
1124001998,112400,1998,105,1,47.00,15.43
1124001999,112400,1999,99,1,47.00,15.43
1124002004,112400,2004,117,1,47.00,15.43
1124002005,112400,2005,110,1,47.00,15.43
1124002006,112400,2006,100,1,47.00,15.43
1124101997,112410,1997,121,1,47.20,15.47
1124102003,112410,2003,119,1,47.20,15.47
1124801996,112480,1996,121,1,46.68,15.98
1124801997,112480,1997,111,1,46.68,15.98
1124801998,112480,1998,111,1,46.68,15.98
1124802003,112480,2003,115,1,46.68,15.98
1124802004,112480,2004,116,1,46.68,15.98
1124802005,112480,2005,115,1,46.68,15.98
1124802006,112480,2006,111,1,46.68,15.98
1124802007,112480,2007,103,1,46.68,15.98
1124802008,112480,2008,99,1,46.68,15.98
1124802009,112480,2009,105,1,46.68,15.98
1125201996,112520,1996,137,1,47.00,12.45
1125201997,112520,1997,135,1,47.00,12.45
1125201998,112520,1998,135,1,47.00,12.45
1125202003,112520,2003,124,1,47.00,12.45
1125202004,112520,2004,132,1,47.00,12.45
1125202005,112520,2005,128,1,47.00,12.45
1125202006,112520,2006,130,1,47.00,12.45
1125502003,112550,2003,118,1,46.68,13.00
1125502004,112550,2004,129,1,46.68,13.00
1125502005,112550,2005,135,1,46.68,13.00
1125502006,112550,2006,120,1,46.68,13.00
1129201996,112920,1996,118,1,47.07,15.58
1129201997,112920,1997,125,1,47.07,15.58
1129202003,112920,2003,117,1,47.07,15.58
1129202004,112920,2004,117,1,47.07,15.58
1129202005,112920,2005,115,1,47.07,15.58
1130802006,113080,2006,128,1,47.25,10.18
1130802007,113080,2007,135,1,47.25,10.18
1130802008,113080,2008,139,1,47.25,10.18
1130802009,113080,2009,126,1,47.25,10.18
1134801996,113480,1996,124,1,47.15,13.75
1134801997,113480,1997,125,1,47.15,13.75
1134802003,113480,2003,137,1,47.15,13.75
1134802004,113480,2004,144,1,47.15,13.75
1134802005,113480,2005,142,1,47.15,13.75
1134802006,113480,2006,144,1,47.15,13.75
1135501993,113550,1993,127,1,47.73,14.33
1135501995,113550,1995,128,1,47.73,14.33
1135701993,113570,1993,140,1,47.73,13.45
1135701994,113570,1994,135,2,47.73,13.45
1135701995,113570,1995,140,2,47.73,13.45
1135701996,113570,1996,131,1,47.73,13.45
1138401999,113840,1999,125,1,47.62,15.83
1140601974,114060,1974,131,1,50.07,12.40
1140601975,114060,1975,137,1,50.07,12.40
1140601977,114060,1977,133,2,50.07,12.40
1140601978,114060,1978,142,1,50.07,12.40
1140601979,114060,1979,138.5,2,50.07,12.40
1140601980,114060,1980,152,1,50.07,12.40
1140601981,114060,1981,138,2,50.07,12.40
1140601982,114060,1982,136,2,50.07,12.40
1140601986,114060,1986,126.5,2,50.07,12.40
1140601987,114060,1987,136,2,50.07,12.40
1140601991,114060,1991,149,1,50.07,12.40
1140601993,114060,1993,122,1,50.07,12.40
1140601994,114060,1994,126,2,50.07,12.40
1140601995,114060,1995,128,1,50.07,12.40
1140601996,114060,1996,130,1,50.07,12.40
1140601997,114060,1997,132,1,50.07,12.40
1140601998,114060,1998,128,1,50.07,12.40
1140601999,114060,1999,124,1,50.07,12.40
1140602000,114060,2000,119,2,50.07,12.40
1140602002,114060,2002,131.5,2,50.07,12.40
1140602003,114060,2003,126,1,50.07,12.40
1140602004,114060,2004,138,1,50.07,12.40
1140602005,114060,2005,124,1,50.07,12.40
1140602006,114060,2006,127,1,50.07,12.40
1140602007,114060,2007,120,1,50.07,12.40
1140602008,114060,2008,128,1,50.07,12.40
1140602009,114060,2009,117,1,50.07,12.40
1140602010,114060,2010,129,1,50.07,12.40
1142301989,114230,1989,141,1,49.67,12.68
1142301990,114230,1990,139,1,49.67,12.68
1142301991,114230,1991,162,1,49.67,12.68
1142301992,114230,1992,143,1,49.67,12.68
1142301993,114230,1993,134,1,49.67,12.68
1142301994,114230,1994,136,1,49.67,12.68
1142301995,114230,1995,145,1,49.67,12.68
1150202005,115020,2005,125,1,50.68,14.03
1150202006,115020,2006,125,1,50.68,14.03
1150202007,115020,2007,119,1,50.68,14.03
1150202008,115020,2008,128,1,50.68,14.03
1150202009,115020,2009,107,1,50.68,14.03
1150202010,115020,2010,130,1,50.68,14.03
1163601974,116360,1974,140,1,49.02,15.43
1163601975,116360,1975,135,1,49.02,15.43
1163601976,116360,1976,136,1,49.02,15.43
1163601977,116360,1977,126,1,49.02,15.43
1163601978,116360,1978,133,1,49.02,15.43
1163601979,116360,1979,140,1,49.02,15.43
1163601980,116360,1980,145,1,49.02,15.43
1163601981,116360,1981,127,1,49.02,15.43
1163601983,116360,1983,128,1,49.02,15.43
1163601984,116360,1984,139.5,2,49.02,15.43
1163601986,116360,1986,127,2,49.02,15.43
1163601989,116360,1989,126,1,49.02,15.43
1163601990,116360,1990,126,1,49.02,15.43
1163601991,116360,1991,144,1,49.02,15.43
1163601992,116360,1992,133,1,49.02,15.43
1163601993,116360,1993,140,1,49.02,15.43
1163601994,116360,1994,129,1,49.02,15.43
1163601995,116360,1995,126,1,49.02,15.43
1163601996,116360,1996,134,1,49.02,15.43
1163601997,116360,1997,130,1,49.02,15.43
1163601998,116360,1998,126,1,49.02,15.43
1163601999,116360,1999,123,1,49.02,15.43
1163602003,116360,2003,122,1,49.02,15.43
1163602004,116360,2004,133,1,49.02,15.43
1163602005,116360,2005,140,1,49.02,15.43
1163602006,116360,2006,138,1,49.02,15.43
1163602007,116360,2007,122,1,49.02,15.43
1169801990,116980,1990,84,1,48.88,16.08
1169801991,116980,1991,110,1,48.88,16.08
1169801993,116980,1993,107,1,48.88,16.08
1169801994,116980,1994,115,1,48.88,16.08
1169801995,116980,1995,118,1,48.88,16.08
1181602000,118160,2000,112,1,48.20,17.20
1181602001,118160,2001,120,1,48.20,17.20
1181602002,118160,2002,115,1,48.20,17.20
1181602003,118160,2003,114,1,48.20,17.20
1181602004,118160,2004,122,1,48.20,17.20
1181602005,118160,2005,116,1,48.20,17.20
1181602006,118160,2006,116,1,48.20,17.20
1181602007,118160,2007,106,1,48.20,17.20
1181602008,118160,2008,112,1,48.20,17.20
1182602000,118260,2000,116,1,48.62,17.83
1182602001,118260,2001,123,1,48.62,17.83
1182602002,118260,2002,123,1,48.62,17.83
1182602004,118260,2004,127,1,48.62,17.83
1182602005,118260,2005,129,1,48.62,17.83
1182602007,118260,2007,128,1,48.62,17.83
1182602008,118260,2008,122.5,2,48.62,17.83
1184102000,118410,2000,116,1,49.23,18.62
1184102002,118410,2002,122,2,49.23,18.62
1184102003,118410,2003,124,1,49.23,18.62
1184102004,118410,2004,125,1,49.23,18.62
1184102006,118410,2006,128,1,49.23,18.62
1184102007,118410,2007,119,1,49.23,18.62
1184102008,118410,2008,122,1,49.23,18.62
1186702000,118670,2000,106,1,48.77,18.60
1186702001,118670,2001,104,1,48.77,18.60
1186702002,118670,2002,104,1,48.77,18.60
1186702003,118670,2003,105,1,48.77,18.60
1186702004,118670,2004,107,1,48.77,18.60
1190302000,119030,2000,116,1,48.65,19.15
1190302001,119030,2001,123,1,48.65,19.15
1190302003,119030,2003,120,1,48.65,19.15
1190302006,119030,2006,119,1,48.65,19.15
1192712005,119271,2005,122,1,48.65,21.23
1192712006,119271,2006,119,1,48.65,21.23
1192712007,119271,2007,138,1,48.65,21.23
1193402000,119340,2000,119,1,49.07,20.25
1193402001,119340,2001,125,1,49.07,20.25
1193402002,119340,2002,126,1,49.07,20.25
1193402003,119340,2003,122,1,49.07,20.25
1193402004,119340,2004,132,1,49.07,20.25
1193402005,119340,2005,127,1,49.07,20.25
1193402006,119340,2006,134,1,49.07,20.25
1193402007,119340,2007,123,1,49.07,20.25
1193402008,119340,2008,123,1,49.07,20.25
1193802000,119380,2000,115,1,48.85,20.18
1193802001,119380,2001,126,1,48.85,20.18
1193802002,119380,2002,120,1,48.85,20.18
1193802003,119380,2003,123,1,48.85,20.18
1193802004,119380,2004,127,1,48.85,20.18
1193802005,119380,2005,126,1,48.85,20.18
1193802007,119380,2007,117,1,48.85,20.18
1193802008,119380,2008,124,1,48.85,20.18
1196802000,119680,2000,111,1,48.67,21.22
1196802001,119680,2001,120,1,48.67,21.22
1196802002,119680,2002,105,1,48.67,21.22
1196802004,119680,2004,116,1,48.67,21.22
1197602000,119760,2000,116,1,49.22,21.65
1197602001,119760,2001,121.5,2,49.22,21.65
1197602002,119760,2002,118,1,49.22,21.65
1197602003,119760,2003,122,1,49.22,21.65
1197602004,119760,2004,127.5,2,49.22,21.65
1197602006,119760,2006,126,2,49.22,21.65
1197602007,119760,2007,111,1,49.22,21.65
1197602008,119760,2008,105,1,49.22,21.65
1197802000,119780,2000,114.5,2,48.67,21.73
1197802002,119780,2002,119,1,48.67,21.73
1197802003,119780,2003,106,1,48.67,21.73
1197802004,119780,2004,114.5,2,48.67,21.73
1197802006,119780,2006,116,1,48.67,21.73
1197802007,119780,2007,98,1,48.67,21.73
1197802008,119780,2008,121,1,48.67,21.73
1199302000,119930,2000,109,1,48.93,22.00
1199302001,119930,2001,112,1,48.93,22.00
1199302002,119930,2002,96,1,48.93,22.00
1199302003,119930,2003,117,1,48.93,22.00
1199302004,119930,2004,119,1,48.93,22.00
1199302005,119930,2005,123,1,48.93,22.00
1199302006,119930,2006,128,1,48.93,22.00
1199302007,119930,2007,129,1,48.93,22.00
1199302008,119930,2008,128,1,48.93,22.00
1220001986,122000,1986,129,1,53.92,14.23
1220001987,122000,1987,127,1,53.92,14.23
1220001988,122000,1988,126,1,53.92,14.23
1220001990,122000,1990,120,1,53.92,14.23
1220001991,122000,1991,132,1,53.92,14.23
1220001992,122000,1992,124,1,53.92,14.23
1220001993,122000,1993,124,1,53.92,14.23
1220001994,122000,1994,118,1,53.92,14.23
1220001995,122000,1995,127,1,53.92,14.23
1231001986,123100,1986,124,1,52.35,14.60
1231001988,123100,1988,126,1,52.35,14.60
1231001989,123100,1989,121,1,52.35,14.60
1231001991,123100,1991,135,1,52.35,14.60
